ts_ms,session_id,bot_id,battery_v,sim.motors.Wheel.target_velocity,sim.motors.Wheel.velocity,sim.motors.Wheel.target_power,sim.motors.Wheel.power,sim.motors.Wheel.position,sim.motors.Wheel2.target_velocity,sim.motors.Wheel2.velocity,sim.motors.Wheel2.target_power,sim.motors.Wheel2.power,sim.motors.Wheel2.position,sim.motors.Intake.target_velocity,sim.motors.Intake.velocity,sim.motors.Intake.target_power,sim.motors.Intake.power,sim.motors.Intake.position,sim.lift.position,sim.lift.direction,sim.lift.pwm_enabled,sim.target_rpm,sim.measured_rpm,sim.ready,sim.locked_out,sim.spin_requested,sim.battery_v,sim.last_shot.rpm_at_fire,sim.last_shot.ready_latency_ms,sim.last_shot.fire_ts,sim.last_shot.recorded_ts_ms,sim.last_shot.shot_id
1763192956901,,,13.542,,,,,1371629.9209682292,,,,,1371629.9209682292,0.0,0.0,0.0,0.0,22480.878204942263,,,,,,,True,,,,43988,65794,1763192956884,virt-867c65f0-4
1763192957023,,,13.538,,,,,1374456.3764803887,,,,,1374456.3764803887,,,,,,0.1,,,,,True,,,,,,,,
1763192957145,,,,,,,,1377585.481188069,,,,,1377585.481188069,,,,,,,,,,,,,,,,,,,
1763192957268,,,,,,,,1380738.6870514292,,,,,1380738.6870514292,,,,,,,,,,,,,,,,,,,
1763192957388,,,,,,,,1383619.1810851884,,,,,1383619.1810851884,,,,,,,,,,,,,,,,,,,
1763192957510,,,13.542,,,,,1386473.6267223074,,,,,1386473.6267223074,,,,,,,,,,,,,,,,,,,
1763192957632,,,,,,,,1389244.3770610276,,,,,1389244.3770610276,,,,,,,,,,,,False,,,,,,,
1763192957756,,,13.538,,,,,1392146.3546727083,,,,,1392146.3546727083,,,,,,,,,,,,,,,,,,,
1763192957878,,,,,,,,1394978.9995479083,,,,,1394978.9995479083,,,,,,,,,,,,,,,,,,,
1763192957998,,,,,,,,1397792.1656283885,,,,,1397792.1656283885,,,,,,,,,,,,,,,,,,,
1763192958120,,,,,,,,1400528.8861234284,,,,,1400528.8861234284,,,,,,,,,,,,,,,,,,,
1763192958241,,,,,,,,1403239.6029781487,,,,,1403239.6029781487,,,,,,,,,,,,,,,,,,,
1763192958362,,,,,,,,1405837.5773703086,,,,,1405837.5773703086,,,,,,,,,,,,,,,,,,,
1763192958484,,,,,,,,1408738.528589348,,,,,1408738.528589348,,,,,,,,,,,,,,,,,,,
